"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Australia","AUS","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","1.41265327054874","1.31407754358574","1.20167827610086","1.09910173081136","0.949845526852034","0.884611936284032","0.789415165666","0.745060760989646","0.675255016522197","0.616133488280308","0.528543366881999","0.495805448204355","0.503751146933415","0.524755088416575","0.616352743416232","0.664591799290558","0.633574196250916","0.520081952307636","0.472060983285544","0.46114978542193","0.40426738349749","0.395272385723231","0.494191336327852","0.40846498668461","0.395501506672406","0.381079725890022","0.366902228532232","0.357351946047459","0.528584031122102","0.550713207598483","0.486107060218943","0.491260796238565","0.421049985546045","0.417187385135632","0.410961362453565","0.431700471629872","0.538146946834015","0.54490988450101","0.546100636348253","0.586857342100998","0.586093851256052","0.712995786235034","0.878273183861236","1.06307743918472","1.12745549114205","2.09943638409964","2.45609662823824","2.74673943015652","3.2159063326655","2.74088554787481","3.26774879181163","3.82738561756864","5.0070089363939","5.98467276391009","7.50088615344955","8.34165754966783","","",
"Austria","AUT","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","0","0","0","0","0","0","0","0","0","0","0.609425785482124","0.826182540245373","0.729472774416595","0.653383361366283","0.637629097440503","0.624051756219048","0.729172647413447","0.731354479211316","0.801550017251904","0.823444535661865","0.778846153846154","1.18354400416608","1.12465964247662","1.33184027446869","1.93217003096272","2.1352475881304","2.90606453373354","1.81532764450169","2.17449998961557","2.24595666768386","2.28416098669263","2.40330005380522","2.61519053244959","2.6143154698176","2.27974899733262","3.32922541592664","2.93799230970247","3.07802819430726","3.34108388481488","2.75218639428533","2.6706082773825","2.90991861398136","2.74766909366455","3.61120195535054","4.85891392781042","6.10355575542357","8.26991619304499","9.89448631495438","9.83123866788576","9.4713191386694","9.74033620867312","10.6420220966084","10.7757240576335","12.8923315259489","14.4994806543755","16.493693635348","","",
"Azerbaijan","AZE","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0105999576001696","0.00534473543559594","0","0","0.295452599126488","0.372047880944678","0.409105638366818","","",
"Burundi","BDI","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0.285608765234519","0.255234674103134","0.203341662991817","0.120960040744435","0.527000789434381","0.514250677426373","0.606877950101146","0.565067525569306","0.581406964895806","0.0920404978190404","0.0424145443328385","0.0447010616502142","0.0942071490783697","0.20652192776939","0.2374572817559","0.291287708588339","0.29606591204749","0.411142092983554","0.431264574494985","0.386500490127433","0.361077810127305","0.356036500749919","0.448881876054192","0.428544810881312","0.363468231849064","0.450807188547061","0.610560660221193","0.705544078383048","0.806431097204203","0.961217707162184","1.13091035291583","1.39888326437708","2.12113080306619","3.07416891923934","3.53829631660726","4.79523348049244","5.69115649288466","6.58830049129837","9.19068910508459","12.3754916014261","13.7468964510004","16.6722609157786","20.3427848392477","","",
"Benin","BEN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5974025974026","1.36363636363636","1.31004366812227","0.78125","0.869565217391304","0","0","0","0","1.46198830409357","","",
"Burkina Faso","BFA","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.26355421686747","0.266809920315158","0.267746691294843","","",
"Bulgaria","BGR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00241394293438903","0.0113708723733285","0.0439541119071689","0.109462701166826","0.309528081823076","0.585167881833841","1.58854336440881","2.03506387061952","4.51061637218489","6.60567925886368","5.93048777889062","6.37437938533503","","",
"Bahrain","BHR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Bahamas, The","BHS","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Belarus","BLR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00320410124959949","0.0032298698362456","0.00943070007230203","0.0471268340192906","0.0970098151107053","0.200816434026863","0.243587906576873","0.298136645962733","0.327932725088477","0.406258926587742","0.374262271484094","0.501731119065782","","",
"Belize","BLZ","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0.769230769230769","1.05913503971756","1.02476515798463","0.942655145326002","1.11358574610245","1.32311977715877","1.19496855345912","0.987797791981406","1.20746432491767","1.97652872143298","1.77580466148724","1.88235294117647","1.6505406943654","1.44124168514412","1.23873873873874","1.30576713819369","1.68661588683351","1.84899845916795","1.57442748091603","1.38468195586326","1.62565905096661","1.69983416252073","1.6220294228593","1.55807365439093","1.49055978800927","1.45151327980235","1.38248847926267","1.34770889487871","1.33986086060294","1.39175257731959","1.35678391959799","1.2906309751434","1.24653739612188","1.1938978554057","1.1437908496732","1.13207547169811","1.25566794558772","1.66752621626268","1.97680117627839","1.75593920613841","1.68975069252078","1.60553452551886","0.743955362678239","2.29583095374072","2.52110694183865","","",
"Brazil","BRA","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","1.19818527279072","1.24396388830569","1.15873064919816","1.09485487942649","1.09710521315006","0.959648129019359","1.10580921078684","1.18159479814422","1.40012936406519","1.29502080642847","1.31727935746587","1.43205623023361","1.83699090427954","1.58983220915324","1.58300719736475","1.57969207630808","1.75329880834698","1.55340618850228","1.53618360170276","1.73188344007073","1.70622544020958","2.02662452633495","1.96606025970727","2.07198095684911","2.02974590077685","2.31874703891128","2.39721801923489","2.33412484304487","2.50002987607404","2.24871743429538","2.74422540699161","2.97392607421508","3.28128473756584","3.23574730354391","3.3952554753581","3.5675363728934","4.19412014458145","4.46026168999302","5.11455180092723","6.52880784108426","6.57048238199027","7.2901285503344","8.22576239371314","9.85708988895304","12.1184144471265","","",
"Barbados","BRB","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0536912751677852","0.0508905852417303","0.0454338936846888","0.0443852640923213","0.0476190476190476","","",
"Bhutan","BTN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.108342361863489","0.0432338953739732","0.0337040781934614","","",
"Central African Republic","CAF","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.237073301589431","0.331960773353704","0.330118661911247","0.374537049928991","0.348265903696441","0.486093325820827","0.552215185788527","0.511242429443641","0.534770371387382","0.365432722898707","0.39809766947434","0.465896084215957","0.491264001518273","0.696137906180551","0.820262176868773","0.783540920542579","0.86991787098845","0.916903613303089","1.04287953526624","1.01838376443067","1.03084326330139","1.21112273361227","1.31398791772085","1.46076052129304","1.40093395597065","1.51683678659839","1.57329687037351","1.67706456876694","1.62769956573562","1.70452714157712","1.80268635613856","1.82068083441111","1.73676064228808","2.38056573907766","3.21235526350653","3.29801578446133","3.50725907915011","4.40995422738991","5.57037555986683","6.26725705936727","","",
"Central Europe and the Baltics","CEB","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0.0435461249107137","0.0731975496471399","0.0826022220605465","0.0817870711627233","0.0684501223709998","0.0552642343543436","0.0761594889519771","0.0710797814720243","0.0648518495978044","0.0642826196900363","0.0699314833074984","0.0685818774191543","0.0885636736089715","0.0872305915845271","0.0994207365119649","0.0883476212450854","0.0476067581541608","0.0254107046666341","0.0232397477955613","0.0192660784709697","0.0281091885814229","0.0423158299673014","0.0721715679979453","0.108757134776572","0.133497260115976","0.116023839347236","0.177502302732576","0.215502358619737","0.24188126625939","0.213790806286631","0.296126834525147","0.304627710007122","0.347168850104744","0.621659231899702","0.953633107976016","1.12505664274499","1.50417395169034","2.0689204789632","2.89856350862027","3.75968034623478","5.23441352034661","7.08780326432061","8.03518884579982","9.82835918968819","11.1197397915062","","",
"Switzerland","CHE","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.231952662721893","0.631254811393379","0.359107420861443","0.841146737662538","0.742743962824712","0.758693361433088","0.74462718191908","0.65721951131678","0.810031658442546","0.86912152393911","0.859613257816951","0.984204357290368","0.80193482688391","0.773503972997679","0.831732747976403","0.791981597108117","0.852950168144298","0.931756843593369","1.10753586602905","1.1017550651697","1.13475860297894","1.12271198287537","1.29604984574436","1.26516366911537","1.4297716336974","1.48470948012232","1.5705002740155","1.82387651629203","1.90227887215141","1.84981712548353","1.92284742526404","1.96481334273244","2.13468176588143","2.58872916931688","2.82653360727913","3.22613504074505","3.75738210036804","4.31638349698171","","",
"Channel Islands","CHI","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0.774284373533552","0.638012088650101","0.581793292265572","0.494783263418307","0.584058634906093","0.786892314325752","0.818330605564648","0.878378378378378","0.844260822705227","0.89354097523615","0.918350308899649","1.15407295088872","1.64765525982256","1.48921982662814","1.38888888888889","1.89907759088443","1.73306900300569","1.93319538870825","1.80225703217113","5.2416721097322","5.17509142828516","7.794124223047","7.29075532225139","7.06571191201488","6.70424947372177","5.65515894966323","5.234705829354","3.26959362415162","2.63089346183902","2.34792155297171","4.87879429122287","4.46749559204048","3.87366802622307","3.97984689892204","3.423900617331","2.59942154736081","4.62322035926097","5.22745544687123","7.16873620763479","4.26746533408346","7.62558397881698","7.54541153531849","8.65393827413947","10.1305089008747","11.9264594691392","","",
"China","CHN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0109453569152121","0.0110680686220255","0.0173723694453175","0.0170563180538145","0.0544037403918147","0.306077701073703","0.151818114493076","0.258740298339273","0.245310492505353","0.244449874871666","0.234116031268578","0.225125915882316","0.209592277428357","0.190500613631784","0.178624752779893","0.297304582425836","0.387166018714885","0.476782487605849","0.859573400323317","1.29233409626383","1.67385240269475","2.13764019808449","2.65751498776664","3.5648783506209","4.05665980378573","4.85700420830511","","",
"Cote d'Ivoire","CIV","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.94192377495463","1.93627882415068","1.98054818744474","2.04226602734861","2.03448275862069","1.22636688809402","1.15674769488684","1.04935235284473","0.940706955530217","0.888888888888889","0.844798455225682","1.2053725175066","","",
"Cameroon","CMR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5930278104191","1.44955178333015","1.35539517690547","1.22773646896075","1.00016952025767","1.03023137983449","1.35449735449735","1.23411978221416","1.1703511053316","1.12459307487422","","",
"Congo, Dem. Rep.","COD","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.223331581713085","0.217970452894163","0.101809954751131","0.111831804965332","","",
"Congo, Rep.","COG","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Colombia","COL","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","1.46160389761039","1.47380709178462","1.25843874942649","1.1864309163163","1.13654301499605","1.11024161205126","1.02035905087356","1.04138490668109","1.02161100196464","1.00814422392662","0.995265963395087","0.90383961943595","0.850874686478077","0.830001211680601","0.783528738919073","0.75363753885084","0.727223573938902","1.03205439533754","1.00884359034207","1.07223067449105","1.11667759153479","1.14385867810525","1.08283824683331","1.18493440541684","1.06720844425762","1.15014492753623","1.14175222135261","1.09009369033347","1.0635783502718","1.04386652989803","1.09660885630848","1.10294801450758","1.05207880631609","1.05652686903357","1.04813732523754","4.13301023155627","3.34398819768871","3.22114921877506","3.03204814420225","3.13217612072285","3.27745338105105","","",
"Comoros","COM","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0.871080139372822","0.552486187845304","0.519673348181143","0.476839237057221","0.522534291312867","0.485731633272617","0.568181818181818","0.415584415584416","0.450676014021032","0.449236298292902","0.422832980972516","0.405844155844156","0.348432055749129","0.32605151613955","0.355113636363636","0.339097999321804","0.319182891797","0.313185092389602","0","0","0.25879917184265","9.87377850162867","9.87377850162867","9.87377850162867","9.93648842450318","11.3286130778842","11.2635893780075","12.6547201182339","14.713499514406","16.9966758202052","17.5982209043736","19.0431893687708","17.093787736482","18.088861838101","17.227602905569","17.9717143842704","17.2265193370166","14.8933924424741","17.561761546724","17.5310445580716","18.653376729048","20.7489679575388","21.3776257938447","24.0481550357248","24.3895671476138","","",
"Caribbean small states","CSS","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","16.2749003984064","12.2414120326438","12.5963559915908","12.2279448413358","11.4754098360656","10.7435719249479","10.85009733939","11.2682696841113","10.1893214209743","9.55050555611172","9.21985815602837","9.44725433526012","9.39231301939058","9.15303880888455","9.27125174194606","8.9936247723133","8.8648569116457","9.05652592490717","8.39950127961152","9.64456869009585","9.54178304521778","11.5877968452071","8.06217051445192","7.4968658587547","5.53816518179629","6.96585071018435","6.15014845185918","5.50607859768165","6.0792161192382","6.27993613624268","6.07882868161318","5.98127269252819","4.55407969639469","5.04669310477165","2.73758310520141","2.46523771935151","2.3604176123468","3.19022569149839","3.07319273711515","2.68437086854055","2.66891891891892","3.10939874104623","3.68861024033438","3.48032634514097","3.71155362776025","","",
"Curacao","CUW","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0228466986520448","0.0214961306964746","0.0615889960993636","0.295333727111636","0.594439117929051","1.37166478767381","3.6112801785352","5.44837820648717","7.62237762237762","7.28735632183908","8.78005735715861","","",
"Czech Republic","CZE","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.274491083302077","0.549761085135899","0.668592653735039","0.457515315795246","0.769266705078095","0.908331270116366","1.05519100983494","0.721427493793803","0.704528922057278","0.665833278505165","0.598918083462133","0.861678004535147","0.917845504143731","1.1595380974012","1.50517296385762","2.04934269764091","2.72564680517444","3.64895911477869","6.09039365723241","6.84762421124275","7.64463770812018","8.53506627808593","9.23186791904716","","",
"Germany","DEU","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","0","0","0","0","0","0","0","0","0","0","0.823911572006439","0.845839101112608","0.81444196125257","0.777877505663119","0.267818508153614","0.287411730984704","0.296851382103018","0.286584063485059","0.282382459696322","0.2827365994187","0.611570956812626","0.627275584356166","0.56503933912828","0.517816320966423","0.525601460953475","0.544029506685108","0.498262787626985","0.434899814691583","0.434282748044722","0.455689571346814","0.304391490915731","0.389678738993629","0.438096808526586","0.505658513991736","0.666977656343713","0.779258803259674","0.83422463777327","1.0410374974225","1.39144602851324","1.64149526282927","2.40130837496265","2.60566502717027","3.66919034837805","4.61710760218223","5.9790052445979","6.9611886976291","8.15985282868576","10.5972733140486","11.4767174248873","12.8527745666699","13.3830633770785","17.4731731738326","19.5125040483039","20.4390586859838","22.9807472770598","26.2710872790643","","",
"Djibouti","DJI","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0146929180135175","0.027135814752838","0.0410984494675883","0.0556595658553863","0.0800809238809745","0.270526173407277","0.291107974594213","0.298517705188032","0.57499269077088","0.796907321374072","1.32525828286427","2.41573278681376","3.06750827495959","2.82391572034478","4.3073719825623","4.64767174898452","4.21410616590271","4.95402361390718","3.84457467059834","6.56662529617511","9.48118599956218","11.1716341212744","15.3718137186919","15.4204988205359","17.1990734848678","17.4446802061231","23.4889702245524","27.0071180268168","20.1223389094736","26.1394851968664","27.5016386279222","27.6062996454388","31.9283618959395","40.205512503903","48.27204325592","45.9229197248367","55.8538404175988","65.443742011262","","",
